index,code,year,period,id,Country,population,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling,polution
2694,EEA_31615-01-7,2009,2009-06--2009-08,FI14_923_Y01,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.3920420877760237
2762,EEA_31615-01-7,2008,2008-01--2008-12,FRDR2007F,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.16529850186314
2769,EEA_3161-02-2,2008,2008-01--2008-12,FRDR1060,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3256097375033835
2783,EEA_3161-01-1,2008,2008-01--2008-12,FRDR91,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
2785,EEA_3161-01-1,2008,2008-01--2008-12,FRDR2031,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
2787,EEA_3161-01-1,2008,2008-01--2008-12,FRDR1060,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
2791,EEA_3161-01-1,2008,2008-01--2008-12,FRDR2007F,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
2795,EEA_3161-02-2,2008,2008-01--2008-12,FRDR2007F,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9957966801335126
2831,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0732010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.5592157079140828
2854,EEA_3161-01-1,2009,2009-01--2009-12,FRDR432,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
2858,EEA_31615-01-7,2009,2009-01--2009-12,FRHR20,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4782489171108533
2859,EEA_3161-02-2,2009,2009-01--2009-12,FRHR20,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.2292281853617044
2866,EEA_31615-01-7,2009,2009-01--2009-12,FRFR477A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.4007185563074094
2870,EEA_3161-02-2,2009,2009-01--2009-12,FRER70,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.2973734588906486
2874,EEA_3161-01-1,2009,2009-01--2009-12,FRER65,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
2877,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0131,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.308484656297692
2890,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0368C,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8701965303294779
2898,EEA_3161-01-1,2008,2008-01--2008-12,FRDR687B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
2900,EEA_3161-05-5,2008,2008-01--2008-12,FRDR687B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8889277570380563
2909,EEA_3161-05-5,2006,2006-01--2006-12,UKGB108045015050,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.2597215583955848
2922,EEA_31615-01-7,2008,2008-01--2008-12,FRDR687B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0604915037052989
2924,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0368C,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8789792350070232
2925,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0359A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5452270504833231
2928,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0375,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3153701615331823
2933,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0375,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9931332474678902
2939,EEA_3161-03-3,2008,2008-09--2008-11,FRDR673,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0043016091968684
2940,EEA_3161-05-5,2008,2008-01--2008-12,FRER36,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4932500746890824
2960,EEA_3161-05-5,2008,2008-01--2008-12,ES014MSPFES-014-NR-163-000-02-00,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.8389776287714849
2962,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0359A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8213776732067923
2964,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0375,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5403846201822736
2973,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010101,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1.0349622615916536
2985,EEA_3161-02-2,2008,2008-01--2008-12,FRDR233,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.870003637421738
2989,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0290,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6171857995970476
2990,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0290,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.191489272986888
2994,EEA_3161-05-5,2008,2008-01--2008-12,FRDR233,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.1665729114700416
3000,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0286,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5831464713921111
3008,EEA_3161-05-5,2008,2008-01--2008-12,FRDR227,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.1466701992384372
3014,EEA_3161-03-3,2008,2008-01--2008-12,FRGR2153,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4581277644914702
3020,EEA_31615-01-7,2008,2008-01--2008-12,FRDR227,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.493797667507384
3038,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0007A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0518665332701993
3045,EEA_3161-01-1,2008,2008-01--2008-12,FRDR233,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4028244827428964
3051,EEA_3161-02-2,2008,2008-01--2008-12,FRDR227,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.129735321655471
3053,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0144B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9776266300853153
3054,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0144B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.2066741523975977
3068,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0290,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6549259677397475
3069,EEA_3161-01-1,2008,2008-01--2008-12,FRGR2153,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.3942915827909128
3073,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0956C,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6313318814185203
3076,EEA_3161-01-1,2008,2008-01--2008-12,FRDR223,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7537718023763802
3078,EEA_3161-01-1,2008,2008-01--2008-12,FRDR227,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
3090,EEA_3161-03-3,2008,2008-01--2008-12,FRDR223,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4680573614947889
3093,EEA_3161-02-2,2008,2008-01--2008-12,FRDR197,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.3327051500519689
3096,EEA_3161-05-5,2008,2008-01--2008-12,FRDR199,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7269204585035651
3102,EEA_31615-01-7,2008,2008-01--2008-12,FRAR30,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.703847686995261
3103,EEA_3161-02-2,2008,2008-01--2008-12,FRAR30,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.51036425964109
3109,EEA_31615-01-7,2008,2008-01--2008-12,FRDR201,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6150704973265398
3110,EEA_3161-01-1,2008,2008-01--2008-12,FRDR202,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
3111,EEA_3161-05-5,2008,2008-01--2008-12,FRDR202,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.3685555887543855
3112,EEA_3161-05-5,2008,2008-01--2008-12,FRDR197,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.3624636569634616
3114,EEA_31615-01-7,2008,2008-01--2008-12,FRDR200,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4599261465591156
3117,EEA_3161-01-1,2008,2008-01--2008-12,FRDR196B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4595321188521022
3121,EEA_3161-02-2,2008,2008-01--2008-12,FRDR203,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.2543103803757054
3125,EEA_3161-01-1,2008,2008-01--2008-12,FRDR197,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
3127,EEA_3161-01-1,2008,2008-01--2008-12,FRDR199,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7178397931503168
3138,EEA_3161-02-2,2008,2008-01--2008-12,FRDR200,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.0806186956067874
3139,EEA_3161-05-5,2008,2008-01--2008-12,FRDR196A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.195035516423081
3149,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0956C,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0778822314417125
3159,EEA_3161-03-3,2008,2008-01--2008-12,FRGR1116,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9334191985526205
3163,EEA_31615-01-7,2008,2008-01--2008-12,FRDR199,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.8043005007223656
3164,EEA_3161-02-2,2008,2008-01--2008-12,FRDR199,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.6145687272631168
3169,EEA_3161-02-2,2008,2008-01--2008-12,FRDR162,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7225846162135624
3173,EEA_3161-01-1,2008,2008-01--2008-12,FRAR02,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4516060519044054
3174,EEA_3161-02-2,2008,2008-01--2008-12,FRDR196B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.297256923475873
3177,EEA_3161-02-2,2008,2008-01--2008-12,FRDR192B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0877670241479072
3186,EEA_3161-01-1,2008,2008-01--2008-12,FRDR201,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
3187,EEA_3161-05-5,2008,2008-01--2008-12,FRDR201,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.3166134934648534
3189,EEA_31615-01-7,2008,2008-01--2008-12,FRDR202,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6389238082098354
3191,EEA_3161-01-1,2008,2008-01--2008-12,FRDR200,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
3192,EEA_3161-05-5,2008,2008-01--2008-12,FRDR200,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.1198990176089491
3196,EEA_3161-03-3,2008,2008-01--2008-12,FRDR196A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7658119689676534
3199,EEA_3161-01-1,2008,2008-01--2008-12,FRDR188,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5007752879124892
3200,EEA_3161-05-5,2008,2008-01--2008-12,FRDR188,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4944624319038708
3206,EEA_31615-01-7,2008,2008-01--2008-12,FRDR187,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.050391462395095
3207,EEA_31615-01-7,2008,2008-01--2008-12,FRDR161B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6490171162386804
3243,EEA_3161-03-3,2009,2009-01--2009-12,FRHR284,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5421091514054664
3300,EEA_31615-01-7,2009,2008-12--2009-02,FI14_923_Y01,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.4574248470388755
3328,EEA_3161-05-5,2009,2009-01--2009-12,FRCR230,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.0471926705125745
3362,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0121,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.6846028971817009
3366,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0011B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.88664986396526
3369,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0011B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.7471001847813866
3373,EEA_3161-02-2,2008,2008-01--2008-12,FRDR312,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5858809613130888
3405,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0007A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6931471805599453
3406,EEA_31615-01-7,2008,2008-01--2008-12,FRFR161,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.219522282143928
3413,EEA_3161-05-5,2008,2008-01--2008-12,FRFR158,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.365119242388094
3415,EEA_3161-02-2,2008,2008-01--2008-12,FRFR158,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3601403061426325
3421,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0318010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0.0383549538764639
3430,EEA_3161-01-1,2009,2009-01--2009-12,FRAR04,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5207757565993372
3438,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0549A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.5015698109648266
3442,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0545,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7939853235087535
3444,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0541,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3520962137399135
3459,EEA_31615-01-7,2009,2009-01--2009-12,FI14_923_Y01,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.418710334858185
3460,EEA_3161-02-2,2009,2009-01--2009-12,FI14_923_Y01,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.0484091392076876
3462,EEA_3161-05-5,2009,2009-06--2009-08,FI14_923_Y01,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.0084640784121293
3464,EEA_31615-01-7,2009,2009-01--2009-12,FI04-271-1-001_001,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.4668737362368079
3465,EEA_3161-02-2,2009,2009-01--2009-12,FI04-271-1-001_001,Finland,18.1485472672831,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0.1718502569266592
3562,EEA_3161-05-5,2008,2008-01--2008-12,FRCR335,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.8705660285695789
3564,EEA_31615-01-7,2008,2008-01--2008-12,SE666308-137522,Sweden,24.98149812182369,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0.2279320680460069
3565,EEA_3161-02-2,2008,2008-01--2008-12,SE666308-137522,Sweden,24.98149812182369,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0.0563803334361074
3575,EEA_3161-05-5,2008,2008-01--2008-12,FRCR380,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.6613584100885537
3576,EEA_3161-01-1,2008,2008-01--2008-12,FRCR381,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5784840853239
3584,EEA_3161-01-1,2008,2008-01--2008-12,FRCR335,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8034937451903834
3586,EEA_3161-01-1,2008,2008-01--2008-12,FRCR380,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.6374584509107949
3596,EEA_3161-01-1,2008,2008-01--2008-12,SE666308-137522,Sweden,24.98149812182369,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0.1806534996932575
3597,EEA_3161-05-5,2008,2008-01--2008-12,SE666308-137522,Sweden,24.98149812182369,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0.0639133257436528
3623,EEA_31615-01-7,2008,2008-01--2008-12,FRCR333,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.6755383381633904
3653,EEA_3161-02-2,2008,2008-01--2008-12,FRCR381,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.5182848797075272
3696,EEA_3161-05-5,2008,2008-01--2008-12,FRDR517A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.416079244995989
3697,EEA_3161-02-2,2008,2008-01--2008-12,FRDR517A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.4031698092573587
3716,EEA_3161-05-5,2008,2008-01--2008-12,FRDR422,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9533745481040174
3717,EEA_31615-01-7,2008,2008-01--2008-12,FRDR422,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.1039413970458412
3719,EEA_31615-01-7,2008,2008-01--2008-12,FRDR2007E,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.126032884244102
3720,EEA_31615-01-7,2008,2008-01--2008-12,FRDR11534,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5837942614102863
3727,EEA_31615-01-7,2008,2008-01--2008-12,FRGR1534,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3252138541536105
3731,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0248,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.5257144333040569
3735,EEA_3161-05-5,2008,2008-01--2008-12,FRDR2007E,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.9121983695706244
3736,EEA_3161-02-2,2008,2008-01--2008-12,FRDR2007E,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.8892894563712116
3739,EEA_3161-05-5,2008,2008-01--2008-12,FRDR11534,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.2761958577325989
3740,EEA_3161-02-2,2008,2008-01--2008-12,FRDR11534,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.2568320669659954
3806,EEA_31615-01-7,2008,2008-01--2008-12,FRHR241,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.699942016079735
3814,EEA_3161-05-5,2008,2008-01--2008-12,FRHR235,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7341074041506166
3815,EEA_3161-02-2,2008,2008-01--2008-12,FRHR235,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.7171418800621523
3825,EEA_31615-01-7,2008,2008-01--2008-12,FRHR235,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.8487571294070853
3841,EEA_3161-05-5,2008,2008-01--2008-12,FRHR242,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3484548936074985
3842,EEA_31615-01-7,2008,2008-01--2008-12,FRHR242,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.4498534965658274
3843,EEA_3161-02-2,2008,2008-01--2008-12,FRHR242,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1.3206405516127266
3844,EEA_31615-01-7,2008,2008-01--2008-12,FRHR246A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,2.1472812485279493
3850,EEA_3161-01-1,2008,2008-01--2008-12,FRHR238,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0.2814124594381855
